date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:39:26	25898/25898	---M-Z	200	added ('OK')	text/css	date:Mon,%2003%20Nov%202025%2009:33:45%20GMT	https://undangandigitalbali.com/tema/6/assets/css/style.css	C:/My%20Web%20Sites/Wedding%20Januari%202/undangandigitalbali.com/tema/6/assets/css/style.css	(from https://undangandigitalbali.com/tema/6/?untuk=Nama+Tamu)
08:39:26	4622/4622	---M--	200	added ('OK')	image/png	date:Sun,%2027%20Jul%202025%2008:24:58%20GMT	https://undangandigitalbali.com/assets/images/favicon.png	C:/My%20Web%20Sites/Wedding%20Januari%202/undangandigitalbali.com/assets/images/favicon.png	(from https://undangandigitalbali.com/tema/6/?untuk=Nama+Tamu)
08:39:26	2422/2422	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2008%20Dec%202025%2010:27:48%20GMT	https://undangandigitalbali.com/assets/images/apple-touch-icon.png	C:/My%20Web%20Sites/Wedding%20Januari%202/undangandigitalbali.com/assets/images/apple-touch-icon.png	(from https://undangandigitalbali.com/tema/6/?untuk=Nama+Tamu)
08:39:26	2485/2485	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2000:39:34%20GMT	https://undangandigitalbali.com/tema/6/load.php	C:/My%20Web%20Sites/Wedding%20Januari%202/undangandigitalbali.com/tema/6/load.html	(from https://undangandigitalbali.com/tema/6/?untuk=Nama+Tamu)
08:39:27	140671/140671	---M--	200	added ('OK')	image/jpeg	date:Thu,%2017%20Apr%202025%2014:24:09%20GMT	https://undangandigitalbali.com/tema/6/assets/img/groom.jpg	C:/My%20Web%20Sites/Wedding%20Januari%202/undangandigitalbali.com/tema/6/assets/img/groom.jpg	(from https://undangandigitalbali.com/tema/6/?untuk=Nama+Tamu)
08:39:27	154232/154232	---M--	200	added ('OK')	image/png	date:Thu,%2017%20Apr%202025%2014:13:06%20GMT	https://undangandigitalbali.com/tema/6/assets/img/flower-1.png	C:/My%20Web%20Sites/Wedding%20Januari%202/undangandigitalbali.com/tema/6/assets/img/flower-1.png	(from https://undangandigitalbali.com/tema/6/?untuk=Nama+Tamu)
08:39:27	3868686/3868686	---M--	200	added ('OK')	audio/mpeg	date:Wed,%2003%20Aug%202022%2002:44:47%20GMT	https://undangandigitalbali.com/assets/song/sezairi-it-s-you.mp3	C:/My%20Web%20Sites/Wedding%20Januari%202/undangandigitalbali.com/assets/song/sezairi-it-s-you.mp3	(from https://undangandigitalbali.com/tema/6/?untuk=Nama+Tamu)
08:39:27	74996/74996	---M--	200	added ('OK')	image/png	date:Thu,%2017%20Apr%202025%2014:13:06%20GMT	https://undangandigitalbali.com/tema/6/assets/img/flower-2.png	C:/My%20Web%20Sites/Wedding%20Januari%202/undangandigitalbali.com/tema/6/assets/img/flower-2.png	(from https://undangandigitalbali.com/tema/6/?untuk=Nama+Tamu)
08:39:27	104633/104633	---M--	200	added ('OK')	image/jpeg	date:Thu,%2017%20Apr%202025%2014:24:09%20GMT	https://undangandigitalbali.com/tema/6/assets/img/bride.jpg	C:/My%20Web%20Sites/Wedding%20Januari%202/undangandigitalbali.com/tema/6/assets/img/bride.jpg	(from https://undangandigitalbali.com/tema/6/?untuk=Nama+Tamu)
08:39:28	10161/10161	---M--	200	added ('OK')	image/png	date:Thu,%2017%20Apr%202025%2014:35:16%20GMT	https://undangandigitalbali.com/tema/6/assets/img/pawiwahan-icon.png	C:/My%20Web%20Sites/Wedding%20Januari%202/undangandigitalbali.com/tema/6/assets/img/pawiwahan-icon.png	(from https://undangandigitalbali.com/tema/6/?untuk=Nama+Tamu)
08:39:28	10055/10055	---M--	200	added ('OK')	image/png	date:Thu,%2017%20Apr%202025%2014:35:16%20GMT	https://undangandigitalbali.com/tema/6/assets/img/resepsi-icon.png	C:/My%20Web%20Sites/Wedding%20Januari%202/undangandigitalbali.com/tema/6/assets/img/resepsi-icon.png	(from https://undangandigitalbali.com/tema/6/?untuk=Nama+Tamu)
08:39:28	412787/412787	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Apr%202025%2008:07:12%20GMT	https://undangandigitalbali.com/tema/6/assets/img/stories/1.jpg	C:/My%20Web%20Sites/Wedding%20Januari%202/undangandigitalbali.com/tema/6/assets/img/stories/1.jpg	(from https://undangandigitalbali.com/tema/6/?untuk=Nama+Tamu)
08:39:28	517609/517609	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Apr%202025%2008:07:12%20GMT	https://undangandigitalbali.com/tema/6/assets/img/stories/2.jpg	C:/My%20Web%20Sites/Wedding%20Januari%202/undangandigitalbali.com/tema/6/assets/img/stories/2.jpg	(from https://undangandigitalbali.com/tema/6/?untuk=Nama+Tamu)
08:39:29	563402/563402	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Apr%202025%2008:07:12%20GMT	https://undangandigitalbali.com/tema/6/assets/img/stories/4.jpg	C:/My%20Web%20Sites/Wedding%20Januari%202/undangandigitalbali.com/tema/6/assets/img/stories/4.jpg	(from https://undangandigitalbali.com/tema/6/?untuk=Nama+Tamu)
08:39:29	403848/403848	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Apr%202025%2008:07:12%20GMT	https://undangandigitalbali.com/tema/6/assets/img/stories/5.jpg	C:/My%20Web%20Sites/Wedding%20Januari%202/undangandigitalbali.com/tema/6/assets/img/stories/5.jpg	(from https://undangandigitalbali.com/tema/6/?untuk=Nama+Tamu)
08:39:29	441060/441060	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Apr%202025%2008:07:12%20GMT	https://undangandigitalbali.com/tema/6/assets/img/stories/6.jpg	C:/My%20Web%20Sites/Wedding%20Januari%202/undangandigitalbali.com/tema/6/assets/img/stories/6.jpg	(from https://undangandigitalbali.com/tema/6/?untuk=Nama+Tamu)
08:39:29	362878/362878	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Apr%202025%2008:07:12%20GMT	https://undangandigitalbali.com/tema/6/assets/img/stories/7.jpg	C:/My%20Web%20Sites/Wedding%20Januari%202/undangandigitalbali.com/tema/6/assets/img/stories/7.jpg	(from https://undangandigitalbali.com/tema/6/?untuk=Nama+Tamu)
08:39:29	329629/329629	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Apr%202025%2008:07:12%20GMT	https://undangandigitalbali.com/tema/6/assets/img/stories/8.jpg	C:/My%20Web%20Sites/Wedding%20Januari%202/undangandigitalbali.com/tema/6/assets/img/stories/8.jpg	(from https://undangandigitalbali.com/tema/6/?untuk=Nama+Tamu)
08:39:30	327127/327127	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Apr%202025%2008:07:12%20GMT	https://undangandigitalbali.com/tema/6/assets/img/stories/9.jpg	C:/My%20Web%20Sites/Wedding%20Januari%202/undangandigitalbali.com/tema/6/assets/img/stories/9.jpg	(from https://undangandigitalbali.com/tema/6/?untuk=Nama+Tamu)
08:39:30	515040/515040	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Apr%202025%2008:07:12%20GMT	https://undangandigitalbali.com/tema/6/assets/img/stories/10.jpg	C:/My%20Web%20Sites/Wedding%20Januari%202/undangandigitalbali.com/tema/6/assets/img/stories/10.jpg	(from https://undangandigitalbali.com/tema/6/?untuk=Nama+Tamu)
08:39:30	56738/56738	---M--	200	added ('OK')	image/gif	date:Thu,%2010%20Apr%202025%2008:07:12%20GMT	https://undangandigitalbali.com/tema/6/assets/img/loading.gif	C:/My%20Web%20Sites/Wedding%20Januari%202/undangandigitalbali.com/tema/6/assets/img/loading.gif	(from https://undangandigitalbali.com/tema/6/?untuk=Nama+Tamu)
